Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N0507,N0507,,Jump Start Foot Pump 1,"So you've bought yourself a doll, unwrapped it, and now you're sitting looking at the box wondering how long it's going to take you to blow the thing up - well, the answer is, not long!

With the Jump Start pump, you can inflate, and when you've finished and want to pack your doll away, just reverse it and deflate just as fast - leaving you more time to concentrate on having fun with your toy.",plastic,na,na,None Required,3.12,10.49,Female,Sex Dolls,n0507-inflatable_pump,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0507-inflatable_pump.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0507-inflatable_pump.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0507-inflatable_pump.jpg,In Stock,72,HB103-PBG,Seven Creations,-1,-1,0,-1,-1,-1,-1
N0508,N0508,,Carla Doll,"Darker have done us proud again with Carla, a girl who will certainly give you value for money!


Despite being in the budget doll rangem she has features that you would generally only get on a much more expensive doll - a realistic moulded face with makeup and soft, full red lips - flowing hair complete with pigtails, generous, firm breasts, and a realisic vagina and anus for your delectation.


On top of all this, she has multi-speed vibrating parts - just as if you needed any encouragement!

<center><b>For hygiene and comfort we recommend that a lubricant and condoms are used with this product.</b></center>",vinyl,life size,life size,AA size batteries x 2,13.11,34.99,Female,Sex Dolls,n0508-carla_doll_wo,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0508-carla_doll_wo.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0508-carla_doll_wo.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0508-carla_doll_wo.jpg,In Stock,3,DK135,Aries Ram,-1,0,0,0,0,0,0
N0511,N0511,,Teenage Doll,"Not everyone gets to deflower a virgin, but this beautiful teenage doll is the next best thing! 
 Lolita is only just legal, and she's looking for a big, experienced guy like you to pop her cherry - don't let her down!

With a realistic painted face, hair, and three inviting orifices, Lolita can be yours today!


 <center><b>For hygiene and comfort we recommend that a lubricant and condoms are used with this product.</b></center>",vinyl,life size,life size,None Required,7.5,18.99,Female,Sex Dolls,n0511-teenage_lolita_doll_wo,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0511-teenage_lolita_doll_wo.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0511-teenage_lolita_doll_wo.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0511-teenage_lolita_doll_wo.jpg,Out of Stock,0,3000000924,Seven Creations,-1,0,0,0,0,0,0
N0517,N0517,,Expandable Butt Plug,"Once only available through underground gay and kink shops, we thought that this was such an ingenious design we should make it available to everyone!

Simply insert the soft, latex plug in its' uninflated state and then use the hand pump bulb to gently inflate to the desired size! This sensation of the plug swelling within you is unique and orgasmic.

Perfect for those who like to experience anal pursuits but don't enjoy actually inserting the larger toys, this is also fun for couples.",latex rubber,5&quot; x 1.5&quot;,130mm x 40mm,AA size batteries x 2,6.66,15.99,Butt Plugs,Anal Toys,n0517-expandable_butt_plug,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0517-expandable_butt_plug.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0517-expandable_butt_plug.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0517-expandable_butt_plug.jpg,In Stock,63,7199PM-BX,Seven Creations,-1,-1,0,-1,-1,-1,-1
N0528,N0528,,Penis Enlarger,"Bodybuilding for your penis!

Our best value penis pump, simply lube up, slip the eight inch tube over your old man, and use the hand pump to create a strong vacuum which will draw blood to the penis and create a massive erection!

Whether you then use a cock ring to keep the erection and use it for fun stuff, or keep the pump on for twenty minutes or so to increase the size, is up to you!",plastic/latex rubber,7.5&quot; x 2&quot;,200mm x 51mm,None Required,4.68,13.99,Penis Pumps,Toys For Him,n0528-penis_enlarger,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0528-penis_enlarger.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0528-penis_enlarger.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0528-penis_enlarger.jpg,In Stock,45,310RD-BX,Seven Creations,-1,0,0,0,0,-1,0
N0533,N0533,,Rabbit Pearl Vibrator,"If you've been watching &quot;Sex and the City&quot; or any of a number of daytime shows ringing the praises of the Rabbit vibe, and then you've looked around the internet and been flabberghasted by how many different variations there are, allow us to recommend the Rabbit Pearl.

At a price to suit any pocket, this basic Rabbit vibe contains all of the features of much more expensive vibrators, and can be yours to take home at a fraction of the price!

The realistic jelly shaft rotates, probing softly into your intimate regions; the pearlised balls squirm around, giving a sensation you'll never have experienced before, and the little bunny clitoral stimulator buzzes happily away, tickling and teasing with his soft jelly ears.

This model also features a remote handset on a long wire, so you can control your vibration functions without having to fiddle around!

Perfect for the beginner, or as a present to a friend!",non-toxic vinyl rubber,7.5&quot; x 1.5&quot;,185mm x 35mm,C size batteries x 3,9.7,18.99,Rabbit Vibrators,Vibrators,n0533-rabbit_pearl,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0533-rabbit_pearl.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0533-rabbit_pearl.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0533-rabbit_pearl.jpg,In Stock,54,9226RP-BX,Seven Creations,0,-1,0,-1,0,0,-1
N0534,N0534,,Real Feel Vibrator,"The Real Feel vibrator - just like having a boyfriend - except you can pop him in the cupboard when you're finished!

Made of soft, tactile rubber and lovingly sculpted and hand painted to resemble the real thing right down to the hot pink tip just begging to be pounded, this nine inch vibe has a classic &quot;twist and go&quot; style base to control the multi-speed vibrations.

",non-toxic vinyl rubber,9&quot; x 1.5&quot;,225mm x 40mm,AA size batteries x 2,6.66,17.99,Realistic,Vibrators,n0534-real_feel_vibrator,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0534-real_feel_vibrator.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0534-real_feel_vibrator.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0534-real_feel_vibrator.jpg,Out of Stock,0,37078,Aries Ram,0,-1,0,0,0,-1,0
N0606,N0606,,Doc Johnson Juli Ashton's Anal Teaser Tool,"This 8 anal teaser, designed to Juli Ashtonﾒs exacting specifications, is the top of the rectal range.

Manufactured to the highest standards from a non-toxic vinyl rubber jelly for your comfort, the inventor claims that this dildo consistently gives stronger, more intense orgasms.

With the deep, rounded ridges and soft, flexible tip, this toy will probe the peaks of your pleasure! When withdrawn quickly at the point of orgasm, the beads act to extend and enhance the experience, submersing you in waves of anal bliss. 
",PVC,8&quot; x 0.75&quot; - 1.5&quot;,200mm x 15mm - 40mm,None Required,7.08,17.99,Anal Dildos,Anal Toys,n0606-julie_ashtons_anal_teaser,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0606-julie_ashtons_anal_teaser.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0606-julie_ashtons_anal_teaser.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0606-julie_ashtons_anal_teaser.jpg,In Stock,3,5400-03-CD,Doc Johnson,-1,-1,0,-1,-1,0,-1
N0607 NS0205,N0607,NS0205,Funky Bondage Tape - wicked red,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,36,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0206,N0607,NS0206,Funky Bondage Tape - black,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,52,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0208,N0607,NS0208,Funky Bondage Tape - shocking pink,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,13,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0685,N0607,NS0685,Funky Bondage Tape - purple,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,14,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS0686,N0607,NS0686,Funky Bondage Tape - white,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,12,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS2928,N0607,NS2928,Funky Bondage Tape - yellow,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,9,,Other,-1,-1,0,-1,-1,-1,-1
N0607 NS2929,N0607,NS2929,Funky Bondage Tape - baby blue,"Bondage tape is the restraint of choice for kinky lovers worldwide ﾖ the unique vinyl composition means that it will stick to itself but not to your skin, so unlike duct tape you can restrain even your most sensitive bits without fear of painful removal!

As it stretches and clings strongly, it is hard to struggle out of unaided and provides a satisfying restraint without the chafing or constriction which other tapes are prey to.  The tighter you stretch the tape, the tighter the restraint.

Use as simple wrist/ankle restraints, gag, blindfold, mummify or bind breasts or penis for more risqu� play � many people wear home-made bondage tape outfits to fetish and goth clubs as the shiny, stretchy plastic is flattering and comfortable.
  
Rolls are 2 inches wide by 20 metres long.
",PVC,65ft x 2&quot;,20m x 50mm,None Required,1.92,8.99,Restraints,Bondage,n0607-funky_bondage_tape,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0607-funky_bondage_tape.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0607-funky_bondage_tape.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0607-funky_bondage_tape.jpg,In Stock,9,,Other,-1,-1,0,-1,-1,-1,-1
N0612,N0612,,Starter Metal Handcuffs,"The cheaper end of the handcuff market, more for play than for the serious sub/dom enthusiast. Features light duty locks and quick release lever.

",steel,one size,one size,None Required,3.88,9.99,Restraints,Bondage,n0612-metal_hand_cuffs_1333,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0612-metal_hand_cuffs_1333.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0612-metal_hand_cuffs_1333.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0612-metal_hand_cuffs_1333.jpg,In Stock,22,5138,Nasstoys,-1,-1,0,-1,-1,-1,-1
N0622,N0622,,Doc Johnson Juli Ashton's Anal Beginner's Kit,"Anal stimulation can be exciting and ground-shakingly orgasmic, but it is also a bit scary the first time and a lot of people are curious but reticent about starting.

Never fear, though - Julie Ashton, one of porns hottest young starlets, understands, and she's teamed up with Doc Johnson to offer you this great value little kit to get you (and your partner) started.

The key with anal exploration is to start small, only play when you're already aroused, and use lots of lube!

With a vibrator to get you excited, three smooth butt plugs in increasing sizes and a sample of Doc Johnson Anal Lube, this kit has everything you need to have a delightful experience that'll leave you enjoying anal sex for the rest of your life! Perfect as a present for a loved one, or keep it all to yourself!",thermo plastic rubber,9&quot; x 1.5&quot; (vibe)- 4.25&quot; x 0.25&quot; (plug)- 4.25&quot; x 0.75&quot; (plug)- 5&quot; x 1.5&quot; (plug),230mm x 35mm (vibe)-110mm x 15mm (plug)- 110mm x 20mm (plug)- 130mm x 35mm (plug),AA size batteries x 2,14.16,37.99,Anal Dildos,Anal Toys,n0622-anal_begginers_kit,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0622-anal_begginers_kit.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0622-anal_begginers_kit.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0622-anal_begginers_kit.jpg,In Stock,10,5400-04-CD,Doc Johnson,-1,-1,0,-1,-1,0,-1
N0633,N0633,,Suction Power Vagina Sucker,"You may have seen similar devices to this suction pump in porn films, and for good reason - when you use a vacuum to pull blood into your sensitive bits,  your clitoris and labia become engorged and hyper sensitive - perfect to get you going before a steamy night wiht your partner, or use it yourself before masturbating!

Simply place the clear cup over your vagina with a little lube to help it maintain the vacuum, and then use the hand pump to slowly create a vacuum and feel this unique experience for yourself!",plastic/latex rubber,6&quot; x 2&quot;,160mm x 80mm,None Required,8.15,22.99,Clit Teasers,Toys For Her,n0633-vagina_sucker,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0633-vagina_sucker.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0633-vagina_sucker.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0633-vagina_sucker.jpg,Out of Stock,0,130017,NMC,0,-1,0,-1,-1,0,-1
N0641,N0641,,Bath Time Bunny,"This cute little bunny loves to play with you!

At a generous eight inches long and completely waterproof, he has all the features you'd expect on a standard rabbit - clitoral stimulator and vibrating rotating realistic headed shaft for extra stimulation. 

Multi-speed vibrations are controlled through the easy twist-and-go controls on the base.",non-toxic vinyl rubber,8&quot; x 1.5&quot;,200mm x 40mm,AA size batteries x 2,5.68,14.99,Waterproof Vibrators,Vibrators,n0641-water_bunny,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0641-water_bunny.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0641-water_bunny.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0641-water_bunny.jpg,In Stock,47,99018LV-BX,Seven Creations,0,-1,0,0,0,0,-1
N0652,N0652,,Crotchless Harness with 2 Dongs,"California Exotics has come up with another winner - this high quality crotchless harness will fit up to a size sixteen with ease, and sits comfortably with adjustable nylon straps so you can fit it precisely to your bodyshape.

The tough vinyl has a &quot;ring&quot; design which means that you can use it with many of your favourite dongs - but to get you started, it includes two realistically shaped jelly rubber dildos - firm enough to satisfy but soft to the touch, one is thick and heavily veined for extra satisfaction, while the other is smell and slender, ideal for anal adventuring!
",non-toxic vinyl rubber/nylon,7&quot; x 1.5&quot;-7&quot; x 1.25&quot;,160mm x 40mm-160mm x 30mm,None Required,22.98,49.99,Strap Ons,Dildos,n0652-crotchless_strap_on_harness,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0652-crotchless_strap_on_harness.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0652-crotchless_strap_on_harness.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0652-crotchless_strap_on_harness.jpg,End of Line,13,SE-1509-03-3,California Exotics,0,-1,0,-1,-1,0,-1
N0662,N0662,,Nicole Lifesize Doll,"Nicole - the classy playmate who wants you inside her day in, day out!

If you're looking for a girl who's a bit of a goer, then Nicole's the one for you - with a realistic three dimensional moulded face, soft curling auburn hair and blue, moving eyes, you'll want to push yourself into her red pouting lips and get the best blowjob of your life!

With beautifully sculpted full, firm breasts with pert nipples, a realistic sucking mouth controlled by a hand pump for amazing sensations, NIcole also has a multispeed vibrating vagina and anus to blow you away!

Nicole is the girl who likes to say yes!

Warning: Doll does not exactly resemble the photograph of the model on the box.



 <center><b>For hygiene and comfort we recommend that a lubricant and condoms are used with this product.</b></center>",vinyl,life size,life size,AA size batteries x 2,28.14,99.99,Female,Sex Dolls,n0662-nicole_doll_wo,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0662-nicole_doll_wo.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0662-nicole_doll_wo.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0662-nicole_doll_wo.jpg,Out of Stock,0,DK138,Aries Ram,-1,0,0,0,0,0,0
N0674 NS0301,N0674,NS0301,Doc Johnson Anal Lube - Natural,"This has to be one of our favourite products. Doc Johnson of Hollywood have been designing sex toys for gay, lesbian and straight lovers since 1976, so theyﾒve had a lot of time to get it exactly right!

One of our best selling lines, and a particular favourite in the gay scene, this slick pump-action tub contains a generous 6oz of petroleum based lube, non-sticky and good for your skin.

Containing a special ingredient to ﾓwarm your bottom up a bitﾔ, this is the lube of choice for anyone who wants a frictionless entry with a bit of style!

Comes in natural or tangy cinnamon varieties. 
",various,4.5 oz,127.5 g,None Required,5.4,12.99,Anal Sundries,Anal Toys,n0674-anul_lube,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0674-anul_lube.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0674-anul_lube.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0674-anul_lube.jpg,In Stock,48,1315-01-BU,Doc Johnson,-1,-1,0,-1,-1,-1,-1
N0674 NS0302,N0674,NS0302,Doc Johnson Anal Lube - Scented,"This has to be one of our favourite products. Doc Johnson of Hollywood have been designing sex toys for gay, lesbian and straight lovers since 1976, so theyﾒve had a lot of time to get it exactly right!

One of our best selling lines, and a particular favourite in the gay scene, this slick pump-action tub contains a generous 6oz of petroleum based lube, non-sticky and good for your skin.

Containing a special ingredient to ﾓwarm your bottom up a bitﾔ, this is the lube of choice for anyone who wants a frictionless entry with a bit of style!

Comes in natural or tangy cinnamon varieties. 
",various,4.5 oz,127.5 g,None Required,5.4,12.99,Anal Sundries,Anal Toys,n0674-anul_lube,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0674-anul_lube.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0674-anul_lube.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0674-anul_lube.jpg,Out of Stock,0,1315-02-BU,Doc Johnson,-1,-1,0,-1,-1,-1,-1
N0675,N0675,,KY Jelly 82g,"KY Jelly was invented in 1904 and has been the main lubricant of choice for the adult market for the last hundred years, supplied by Johnson and Johnson and used in doctors' surgeries in the UK and the world over.

A simple water-based formula, this product wonﾒt smell, does not taste, does not stain or irritate, and is safe for use with condoms and most toys.

It may also interest you to know that KY Jelly was used as special effects slime in Ghostbusters, Aliens and The Thing, because it is a non irritant, and easy to clean!

If you want to buy quality, you canﾒt do better than KY.
",water based,2.7 fl oz,80 ml,None Required,2.94,8.99,Lubricants,Essentials,n0675-ky_jelly,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0675-ky_jelly.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0675-ky_jelly.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0675-ky_jelly.jpg,Out of Stock,0,3100000340CC,KY,-1,-1,0,-1,-1,-1,-1
N0683 NS0076,N0683,NS0076,Lady Finger - Silver,"One of our best selling vibes, and for good reason - the Lady Finger is sleek, discreet and quiet, and amazingly good value!

With full multi-speed vibrations and a slick, shiny surface, this is the ultimate in budget vibes - why not buy one for every room in the house!",plastic,4.5&quot; x 1.25&quot;,125mm x 30mm,AA size batteries x 1,2.05,4.99,Classic Vibrators,Vibrators,n0683-lady_finger,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0683-lady_finger.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0683-lady_finger.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0683-lady_finger.jpg,Out of Stock,0,3000000204,Seven Creations,0,-1,0,0,0,0,-1
N0683 NS0077,N0683,NS0077,Lady Finger - Gold,"One of our best selling vibes, and for good reason - the Lady Finger is sleek, discreet and quiet, and amazingly good value!

With full multi-speed vibrations and a slick, shiny surface, this is the ultimate in budget vibes - why not buy one for every room in the house!",plastic,4.5&quot; x 1.25&quot;,125mm x 30mm,AA size batteries x 1,2.05,4.99,Classic Vibrators,Vibrators,n0683-lady_finger,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0683-lady_finger.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0683-lady_finger.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0683-lady_finger.jpg,In Stock,149,4040QG-BX,Seven Creations,0,-1,0,0,0,0,-1
N0716,N0716,,Banging Bonita Playmate,"Take Banging Bonita home with you and you'll never be stuck for pussy again!

With silk screened stockings and saucy underwear, this little minx has pert nipples and three welcoming orifices for you to indulge your wildest fantasies.",PVC,life size,life size,None Required,9.21,17.99,Female,Sex Dolls,n0716-banging_bonita_playmate_wo2,http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n0716-banging_bonita_playmate_wo2.gif,http://www.net1on1uk.co.uk/modules/shop/images/n0716-banging_bonita_playmate_wo2.jpg,http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n0716-banging_bonita_playmate_wo2.jpg,Out of Stock,0,120011,NMC,-1,0,0,0,0,0,0
